;Compound Identifier;Intensity;INTENSITY/STRENGTH;VALENCE/PLEASANTNESS;BAKERY;SWEET;FRUIT;FISH;GARLIC;SPICES;COLD;SOUR;BURNT;ACID;WARM;MUSKY;SWEATY;AMMONIA/URINOUS;DECAYED;WOOD;GRASS;FLOWER;CHEMICAL
303;8175;1;8.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;3.0
304;8180;1;9.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;1.0;3.0;2.0;2.0;1.0;1.0;0.0;1.0;3.0
305;8180;0;6.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;0.0;0.0;2.0
306;8184;1;8.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;5.0
307;8184;0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
308;8186;0;3.0;6.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;2.0;1.0
309;8186;1;7.0;4.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
310;8193;1;7.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;3.0
311;8193;0;3.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
312;8205;1;4.0;5.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0
313;8205;0;3.0;6.0;0.0;2.0;0.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
314;8294;1;4.0;6.0;0.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
315;8294;0;3.0;5.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0
316;8363;0;4.0;6.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0
317;8363;1;5.0;6.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0
318;8375;1;9.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;4.0
319;8375;0;5.0;4.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
320;8452;1;9.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;5.0
321;8452;0;6.0;4.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
322;8456;1;7.0;4.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
323;8456;0;3.0;5.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
324;8467;1;8.0;9.0;5.0;7.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
325;8467;0;8.0;9.0;5.0;7.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
326;8615;1;4.0;6.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0
327;8615;0;2.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
328;8635;0;6.0;7.0;1.0;4.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0
329;8635;1;8.0;7.0;1.0;4.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0
330;8658;1;8.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
331;8658;0;4.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
332;8697;1;8.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
333;8697;0;5.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;3.0
334;8712;1;8.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0
335;8712;0;4.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
336;8723;1;6.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;3.0
337;8723;0;4.0;5.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0
338;8785;1;7.0;7.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;4.0
339;8785;0;4.0;6.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0
340;8797;1;8.0;5.0;1.0;3.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
341;8797;0;7.0;3.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;3.0
342;8857;0;2.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;2.0;1.0
343;8857;1;5.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
344;8892;0;7.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;2.0;3.0;1.0;1.0;1.0;1.0;2.0
345;8892;1;9.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;1.0;3.0;2.0;2.0;2.0;1.0;1.0;1.0;3.0
346;8908;0;2.0;6.0;1.0;3.0;2.0;0.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;2.0;1.0;1.0
347;8908;1;6.0;7.0;1.0;5.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0
348;8914;1;7.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
349;8914;0;3.0;5.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
350;8918;1;8.0;4.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;3.0
351;8918;0;4.0;5.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
352;9016;1;3.0;6.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
353;9016;0;2.0;5.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0
354;9024;1;8.0;6.0;1.0;2.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;3.0;2.0
355;9024;0;4.0;6.0;1.0;2.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
356;9025;0;4.0;5.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
357;9025;1;7.0;6.0;1.0;3.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
358;9256;0;2.0;5.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
359;9256;1;3.0;5.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
360;9261;1;3.0;5.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
361;9261;0;4.0;4.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;2.0
362;9589;0;3.0;5.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
363;9589;1;8.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0
364;9609;1;7.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0
365;9609;0;3.0;5.0;1.0;2.0;0.0;0.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0
366;9862;1;8.0;5.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
367;9862;0;3.0;6.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
368;10285;0;3.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
369;10285;1;5.0;5.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
370;10364;0;6.0;6.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0
371;10364;1;8.0;6.0;1.0;1.0;1.0;1.0;1.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0
372;10400;1;7.0;4.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;5.0
373;10400;0;3.0;6.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
374;10430;1;9.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;4.0;1.0;1.0;1.0;4.0;4.0;1.0;2.0;1.0;1.0;1.0;1.0
375;10430;0;7.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;3.0;1.0;2.0;1.0;1.0;1.0;2.0
376;10448;0;7.0;3.0;1.0;0.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0
377;10448;1;9.0;3.0;1.0;1.0;1.0;1.0;4.0;2.0;1.0;2.0;1.0;1.0;2.0;2.0;1.0;2.0;2.0;1.0;1.0;1.0;2.0
378;10722;0;4.0;6.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
379;10722;1;8.0;6.0;1.0;4.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;3.0
380;10748;1;7.0;6.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0
381;10748;0;5.0;6.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0
382;10797;0;3.0;4.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
383;10797;1;3.0;6.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
384;10882;0;6.0;8.0;1.0;5.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
385;10882;1;8.0;8.0;1.0;6.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0
386;10890;1;6.0;6.0;1.0;5.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
387;10890;0;3.0;5.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
388;10895;1;6.0;6.0;1.0;4.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
389;10895;0;4.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0
390;10925;0;6.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
391;10925;1;9.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;3.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;0.0;2.0
392;11086;1;8.0;6.0;1.0;3.0;2.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;3.0
393;11086;0;7.0;7.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0
394;11124;1;4.0;6.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
395;11124;0;3.0;6.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
396;11419;0;2.0;6.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;3.0
397;11419;1;8.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;5.0
398;11428;0;5.0;4.0;1.0;1.0;0.0;3.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
399;11428;1;8.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;4.0
400;11525;0;4.0;7.0;1.0;4.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
401;11525;1;7.0;4.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;3.0
402;11527;0;4.0;5.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
403;11527;1;8.0;4.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;4.0
404;11529;0;2.0;5.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
405;11529;1;7.0;6.0;1.0;4.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
406;11569;0;2.0;6.0;1.0;2.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0
407;11569;1;5.0;6.0;1.0;3.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0
408;11583;1;8.0;5.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;4.0
409;11583;0;3.0;5.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
410;11614;1;6.0;5.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
411;11614;0;1.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
412;11617;0;3.0;5.0;1.0;1.0;0.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;2.0
413;11617;1;5.0;4.0;1.0;1.0;0.0;1.0;2.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0
414;11902;1;7.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0
415;11902;0;4.0;6.0;0.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;0.0;1.0;1.0;2.0
416;11980;1;9.0;4.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;3.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;5.0
417;11980;0;5.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
418;12097;0;2.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
419;12097;1;6.0;7.0;2.0;3.0;2.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
420;12178;1;8.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;6.0
421;12178;0;3.0;5.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
422;12180;0;5.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0
423;12180;1;9.0;4.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0
424;12206;1;7.0;5.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0
425;12206;0;6.0;5.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
426;12297;0;5.0;5.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
427;12297;1;8.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;5.0
428;12327;0;4.0;6.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0
429;12327;1;8.0;6.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0
430;12348;0;5.0;6.0;1.0;4.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0
431;12348;1;7.0;6.0;1.0;4.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0
432;12506;0;2.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
433;12506;1;6.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
434;12580;1;7.0;4.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
435;12580;0;4.0;5.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
436;12587;0;3.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
437;12587;1;6.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;3.0;1.0;2.0;1.0;1.0;1.0;1.0
438;12741;1;5.0;6.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0
439;12741;0;3.0;5.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
440;12748;0;6.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
441;12748;1;6.0;4.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;2.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
442;12810;1;7.0;8.0;1.0;5.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
443;12810;0;6.0;8.0;1.0;4.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0
444;12813;1;6.0;7.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0
445;12813;0;4.0;7.0;1.0;3.0;2.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0
446;13187;0;3.0;5.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
447;13187;1;6.0;7.0;1.0;4.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0
448;13204;0;2.0;5.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
449;13204;1;5.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0
450;13216;0;3.0;6.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
451;13216;1;6.0;5.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0
452;13436;0;6.0;3.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0
453;13436;1;7.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0
454;13561;0;1.0;6.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0
